pr_url,base_sha,head_sha,scope,manifest_sha256,engine,exit_code,catalog_count,inventory_count,inventory_names,decision,root_status,edge_count,warnings
https://github.com/tyukei/A4A/pull/20,82771b3cba988e80292de41d5f1cae2e07d876c7,f4074f64aa72a68e028cefec592bb10fc10ff627,.,0cd5b0dbfe893fb2b632ce0ab2f1581e6115b029d83a9a5a0854bbb9c9d13ac9,release,0,0,0,[],insufficient_evidence,partial,0,"[""Google ADK agent 'creator_agent' references unresolved tool 'create_agent_files_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'get_agent_file_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'edit_agent_file_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'list_custom_tools_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'get_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'create_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'list_custom_tools_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'get_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'edit_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'delete_custom_tool_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'get_animal_sound_info_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'recommend_okinawa_beaches'."", ""Google ADK agent 'root_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'root_agent' references unresolved tool 'format_okinawa_express_bus_info_tool'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/tyukei/A4A/pull/20,82771b3cba988e80292de41d5f1cae2e07d876c7,f4074f64aa72a68e028cefec592bb10fc10ff627,.,0cd5b0dbfe893fb2b632ce0ab2f1581e6115b029d83a9a5a0854bbb9c9d13ac9,main,0,0,0,[],insufficient_evidence,partial,0,"[""Google ADK agent 'creator_agent' references unresolved tool 'create_agent_files_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'get_agent_file_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'edit_agent_file_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'list_custom_tools_tool'."", ""Google ADK agent 'reviewer_agent' references unresolved tool 'get_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'create_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'list_custom_tools_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'get_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'edit_custom_tool_tool'."", ""Google ADK agent 'tool_creator_agent' references unresolved tool 'delete_custom_tool_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'get_animal_sound_info_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'recommend_okinawa_beaches'."", ""Google ADK agent 'root_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'root_agent' references unresolved tool 'format_okinawa_express_bus_info_tool'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/dandye/oauth_flow_gemini_enterprise_secops_mcp/pull/15,0a666c0c7e6504b6f3d811026b9b9dc67dcbc883,f7ad4d3388391a0b1354088f740b88d20f104827,secops_agent/secops_agent_app,0877233243731015e4815a9166192703d3be8c3ea4fa8cbeefbed6c3372b08c9,release,0,0,0,[],review_required,structural,0,"[""Google ADK agent 'secops_agent' references unresolved tool 'secops_toolset'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/dandye/oauth_flow_gemini_enterprise_secops_mcp/pull/15,0a666c0c7e6504b6f3d811026b9b9dc67dcbc883,f7ad4d3388391a0b1354088f740b88d20f104827,secops_agent/secops_agent_app,0877233243731015e4815a9166192703d3be8c3ea4fa8cbeefbed6c3372b08c9,main,0,0,0,[],review_required,structural,0,"[""Google ADK agent 'secops_agent' references unresolved tool 'secops_toolset'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/MuhammadVT/smart-assignment/pull/46,172a86e28b76998103229e825ab9cead7eb8e8d7,4540f3b7b10068ec5d559a00f75cf32a09d9b39e,smart_assignment,6b8f0c78dc021182bab94de781611f34c6beda4a08c9290920b20b33d1735d4f,release,0,0,0,[],insufficient_evidence,partial,0,"[""Google ADK agent 'smart_assignment_agent' uses a dynamic tools expression."", ""Google ADK agent 'adk_agent' wraps a tool whose function 'get_escalation_context' is not defined in this module."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/MuhammadVT/smart-assignment/pull/46,172a86e28b76998103229e825ab9cead7eb8e8d7,4540f3b7b10068ec5d559a00f75cf32a09d9b39e,smart_assignment,6b8f0c78dc021182bab94de781611f34c6beda4a08c9290920b20b33d1735d4f,main,0,0,0,[],insufficient_evidence,partial,0,"[""Google ADK agent 'smart_assignment_agent' uses a dynamic tools expression."", ""Google ADK agent 'adk_agent' wraps a tool whose function 'get_escalation_context' is not defined in this module."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/hieuvuong2310/solar-calculation/pull/4,1c16d321d0a9713050074ab5fe0bbcc8807b9b3c,596ae00467da0b9c775da5e6e17233165f0133df,back-end,6403433af198bc6c217e7e09d55fd5418d86ac19a1b7fe4df3fdfcde4a2ecf5b,release,0,1,0,[],insufficient_evidence,unknown,1,"[""Google ADK agent 'electricity_rate_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'regional_context_search_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'regional_context_search_agent' references unresolved tool 'google_maps_grounding'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/hieuvuong2310/solar-calculation/pull/4,1c16d321d0a9713050074ab5fe0bbcc8807b9b3c,596ae00467da0b9c775da5e6e17233165f0133df,back-end,6403433af198bc6c217e7e09d55fd5418d86ac19a1b7fe4df3fdfcde4a2ecf5b,main,0,1,0,[],insufficient_evidence,unknown,1,"[""Google ADK agent 'electricity_rate_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'regional_context_search_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'regional_context_search_agent' references unresolved tool 'google_maps_grounding'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/AI4MS/MatCreator/pull/54,47fcef957ac9cc1115e84498f582978f782db00d,5f95b43066416824560da6cdd1267450fa9f3b54,agents/MatCreator,c0a47810d2ab0da38bed56c0cee424f08d1f51497bf2782c06c6e9d0aebbf005,release,0,2,0,[],insufficient_evidence,partial,2,"[""Google ADK McpToolset at abacus_agent/agent.py:97 (agent 'abacus_agent' -> http://localhost:50003/sse) has no static MCP tool inventory path."", ""Google ADK agent 'database_agent' has a tool expression that could not be statically resolved."", ""Google ADK McpToolset at database_agent/agent.py:76 (agent 'database_agent' -> http://localhost:50001/sse) has no static MCP tool inventory path."", ""Google ADK McpToolset at dpa_agent/agent.py:156 (agent 'dpa_agent' -> http://localhost:50002/sse) has no static MCP tool inventory path."", ""Google ADK agent 'plot_agent' has a tool expression that could not be statically resolved."", ""Google ADK agent 'plot_agent' references unresolved tool 'inspect_data'."", ""Google ADK agent 'plot_agent' references unresolved tool 'validate_code'."", ""Google ADK agent 'plot_agent' references unresolved tool 'execute_plot_code'."", ""Google ADK McpToolset at structure_agent/agent.py:65 (agent 'structure_agent' -> http://localhost:50004/sse) has no static MCP tool inventory path."", ""Google ADK agent 'thinking_agent' has a tool expression that could not be statically resolved."", ""Google ADK agent 'thinking_agent' references unresolved tool 'update_memory'."", ""Google ADK agent 'util_agent' has a tool expression that could not be statically resolved."", ""Google ADK McpToolset at vasp_agent/agent.py:85 (agent 'vasp_agent' -> http://localhost:50005/sse) has no static MCP tool inventory path."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/AI4MS/MatCreator/pull/54,47fcef957ac9cc1115e84498f582978f782db00d,5f95b43066416824560da6cdd1267450fa9f3b54,agents/MatCreator,c0a47810d2ab0da38bed56c0cee424f08d1f51497bf2782c06c6e9d0aebbf005,main,0,2,0,[],insufficient_evidence,partial,2,"[""Google ADK McpToolset at abacus_agent/agent.py:97 (agent 'abacus_agent' -> http://localhost:50003/sse) has no static MCP tool inventory path."", ""Google ADK agent 'database_agent' has a tool expression that could not be statically resolved."", ""Google ADK McpToolset at database_agent/agent.py:76 (agent 'database_agent' -> http://localhost:50001/sse) has no static MCP tool inventory path."", ""Google ADK McpToolset at dpa_agent/agent.py:156 (agent 'dpa_agent' -> http://localhost:50002/sse) has no static MCP tool inventory path."", ""Google ADK agent 'plot_agent' has a tool expression that could not be statically resolved."", ""Google ADK agent 'plot_agent' references unresolved tool 'inspect_data'."", ""Google ADK agent 'plot_agent' references unresolved tool 'validate_code'."", ""Google ADK agent 'plot_agent' references unresolved tool 'execute_plot_code'."", ""Google ADK McpToolset at structure_agent/agent.py:65 (agent 'structure_agent' -> http://localhost:50004/sse) has no static MCP tool inventory path."", ""Google ADK agent 'thinking_agent' has a tool expression that could not be statically resolved."", ""Google ADK agent 'thinking_agent' references unresolved tool 'update_memory'."", ""Google ADK agent 'util_agent' has a tool expression that could not be statically resolved."", ""Google ADK McpToolset at vasp_agent/agent.py:85 (agent 'vasp_agent' -> http://localhost:50005/sse) has no static MCP tool inventory path."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/yogesh-parte/MultiKG-BioAgent-/pull/18,663a3d14e5f90582de6ce949e0e47cd69adde584,6436d0422581793a918f61745189b3f028989d04,multi-kg-biomed-chatbot,b1ce398cac61a4d3fb8bd13ac20acf9e9957e4f3496b98b69dbb2f8727e25320,release,0,3,0,[],insufficient_evidence,unknown,3,"[""Google ADK agent 'nlp2trapi_agent' references unresolved tool 'build_and_store_trapi_query'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/yogesh-parte/MultiKG-BioAgent-/pull/18,663a3d14e5f90582de6ce949e0e47cd69adde584,6436d0422581793a918f61745189b3f028989d04,multi-kg-biomed-chatbot,b1ce398cac61a4d3fb8bd13ac20acf9e9957e4f3496b98b69dbb2f8727e25320,main,0,3,0,[],insufficient_evidence,unknown,3,"[""Google ADK agent 'nlp2trapi_agent' references unresolved tool 'build_and_store_trapi_query'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/rafaelsrosa07/bulldog-roleshift-architect/pull/1,44ce9bf947bded4bbe9788238ca2781644447295,ca04e7c4b09a20c0db0e17d02ae130076f7cae91,.,e7c32342a473600b75c93d8d793a8c4c64c1b6b63a2639f8500f9d49ace0f256,release,0,0,0,[],insufficient_evidence,unknown,0,"[""Google ADK agent 'manager_report_agent' references unresolved tool 'generate_manager_report'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/rafaelsrosa07/bulldog-roleshift-architect/pull/1,44ce9bf947bded4bbe9788238ca2781644447295,ca04e7c4b09a20c0db0e17d02ae130076f7cae91,.,e7c32342a473600b75c93d8d793a8c4c64c1b6b63a2639f8500f9d49ace0f256,main,0,0,0,[],insufficient_evidence,unknown,0,"[""Google ADK agent 'manager_report_agent' references unresolved tool 'generate_manager_report'."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/psnegi/adk_assistant/pull/2,3e17605a166ba44b6e5fa169e5e533f09a008103,31772c243480df23e559ec19b8828e2ecf9e933f,.,ef60f459f084c6cacafd181816a7a0db84cc85d27725039b29cfb33b78b21483,release,0,0,0,[],insufficient_evidence,partial,0,"[""Google ADK agent 'root_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'root_agent' references unresolved tool 'gmail_summary_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'get_email_content_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'token_cost_calculator_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'batch_cost_estimator_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'search_youtube_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'youtube_summary_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'check_transcripts_tool'."", ""Google ADK agent 'search_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'collect_agent' references unresolved tool 'fetch_web_page_tool'."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/psnegi/adk_assistant/pull/2,3e17605a166ba44b6e5fa169e5e533f09a008103,31772c243480df23e559ec19b8828e2ecf9e933f,.,ef60f459f084c6cacafd181816a7a0db84cc85d27725039b29cfb33b78b21483,main,0,0,0,[],insufficient_evidence,partial,0,"[""Google ADK agent 'root_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'root_agent' references unresolved tool 'gmail_summary_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'get_email_content_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'token_cost_calculator_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'batch_cost_estimator_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'search_youtube_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'youtube_summary_tool'."", ""Google ADK agent 'root_agent' references unresolved tool 'check_transcripts_tool'."", ""Google ADK agent 'search_agent' references unresolved tool 'google_search'."", ""Google ADK agent 'collect_agent' references unresolved tool 'fetch_web_page_tool'."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
https://github.com/PDC-ESIA/AI4ES/pull/229,29bdbfc19ff5346c3cc90ca585134c4c6e7d05cd,097ba49f171ec400c08bc18a90ba2002028bb582,adk,6bff424e1b1a36c0f6033942394166f7a58bd864d02e979311f47d077e172560,release,0,0,0,[],insufficient_evidence,unknown,0,"[""Google ADK agent 'coder_agent' wraps a tool whose function 'tool_criar_arquivo' is not defined in this module."", ""Google ADK agent 'coder_agent' wraps a tool whose function 'tool_git_add' is not defined in this module."", ""Google ADK agent 'coder_agent' wraps a tool whose function 'tool_git_commit' is not defined in this module."", ""Google ADK agent 'coder_agent' wraps a tool whose function 'tool_git_checkout' is not defined in this module."", ""Google ADK agent 'orchestrator' has a tool expression that could not be statically resolved."", ""Google ADK agent 'glossario_agent' wraps a tool whose function 'extract_text' is not defined in this module."", ""Google ADK agent 'glossario_agent' wraps a tool whose function 'run_slicer' is not defined in this module."", ""Google ADK agent 'glossario_agent' wraps a tool whose function 'run_search' is not defined in this module."", ""Google ADK agent 'glossario_agent' wraps a tool whose function 'add_to_glossary' is not defined in this module."", ""Google ADK agent 'glossario_agent' wraps a tool whose function 'check_glossary' is not defined in this module."", ""Google ADK agent 'glossario_agent' wraps a tool whose function 'gerar_doubt_artifact' is not defined in this module."", ""Google ADK agent 'requirements_agent' wraps a tool whose function 'run_slicer' is not defined in this module."", ""Google ADK agent 'requirements_agent' wraps a tool whose function 'ler_chunk' is not defined in this module."", ""Google ADK agent 'requirements_agent' wraps a tool whose function 'gerar_doubt_artifact' is not defined in this module."", ""Google ADK agent 'requirements_agent' wraps a tool whose function 'tool_salvar_artefato_requisito' is not defined in this module."", ""Google ADK agent 'requirements_agent' has a tool expression that could not be statically resolved."", ""Google ADK agent 'review_agent' wraps a tool whose function 'tool_ler_diff' is not defined in this module."", ""Google ADK agent 'review_agent' wraps a tool whose function 'tool_salvar_relatorio' is not defined in this module."", "".agents-shipgate-local-review.yaml:10 \u2014 CHANGE_ME placeholder at 'agent.name'; replace before treating this report as evidence."", "".agents-shipgate-local-review.yaml:13 \u2014 CHANGE_ME placeholder at 'agent.declared_purpose[0]'; replace before treating this report as evidence.""]"
